year,overflow_type,municipality,wet_dry_event,npdes,date_discovered,time_discovered,days,hours,minutes,location,pipe_manhole_id,zip_code,latitude,collection_system,quan_gals_gross,quan_gals_net,cause,health_dept_notified,how_heatlh_depart_was_notified,corrective_action,watershed,receiving_waters,county,comment,penalty_collected,penalty_collected_comments,long,watershed2,quan_gals_gross2,geometry
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,5:40:00 PM,0,5,30,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,City of Baltimore Dept. of Public Works,40000,40000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.709847,Gwynns Falls,"40,000","c(1394457.98429442, 591025.06934442)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,6:00:00 PM,0,3,25,3104 Liberty Heights Ave.,Manhole,21215,39.323506,City of Baltimore Dept. of Public Works,26000,26000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.66814,Gwynns Falls,"26,000","c(1406217.14712864, 603581.757585633)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,9:20:00 PM,0,2,30,1730 E. Chase St.,Manhole,21213,39.303438,City of Baltimore Dept. of Public Works,15000,15000,"Rain, trash/debris, sand, gravel, rocks.",,NA,Set up traffic pattern.  Flow returned to normal following heavy rain event.  Monitored the overflow location.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.593019,Baltimore Harbor,"15,000","c(1427501.47740054, 596358.357308113)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,10:03:00 PM,0,3,30,400 E. Eager St.,Manhole,21202,39.301482,City of Baltimore Dept. of Public Works,12600,12600,"Rain, trash/debris, sand, gravel, rocks.",,NA,Set up traffic pattern. Overflow subsided following heavy rain event.  Monitored the site until it returned to normal conditions.,Jones Falls,,Baltimore City,NA,NA,NA,-76.610177,Jones Falls,"12,600","c(1422649.15115053, 595624.732011824)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,6:05:00 PM,0,7,20,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,2467000,2467000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"2,467,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,5:50:00 PM,0,2,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.320837,City of Baltimore Dept. of Public Works,289000,289000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.61632,Jones Falls,"289,000","c(1420881.12727829, 602667.073704948)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,7:51:00 PM,0,1,0,1800 E. Eager St.,Manhole,21205,39.302057,City of Baltimore Dept. of Public Works,279000,279000,"Rags, rain.",,NA,Set up traffic control pattern.  Conditions returned to normal following heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.592312,Baltimore Harbor,"279,000","c(1427703.79046684, 595856.247759719)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/29/2018,10:58:00 AM,0,4,34,434 Kane St.,Manhole,21224,39.288393,City of Baltimore Dept. of Public Works,1370,1370,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.537453,Baltimore Harbor,"1,370","c(1443253.27358147, 590953.423707814)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/2/2018,11:16:00 AM,0,0,49,2601 N. Hilton St.,Manhole,21216,39.316481,City of Baltimore Dept. of Public Works,980,980,"Rags, roots, grease.",,NA,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.672471,Gwynns Falls,980,"c(1405001.0848394, 601018.591048496)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/3/2018,7:40:00 AM,0,2,50,2617 Woodland Ave.,Clean out,21215,39.346452,City of Baltimore Dept. of Public Works,340,340,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 45 ft. of electric cable.  Confirmed mainline and lateral are clear.,Jones Falls,,Baltimore City,NA,NA,NA,-76.66159,Jones Falls,340,"c(1408039.16334594, 611946.301091139)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/3/2018,3:49:00 PM,0,4,2,3602 Cottage Ave.,Clean out,21215,39.330183,City of Baltimore Dept. of Public Works,242,242,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection.,Jones Falls,,Baltimore City,NA,NA,NA,-76.65826,Jones Falls,242,"c(1409003.10046899, 606024.061634889)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,8/11/2018,2:22:00 PM,0,3,47,3216 Piedmont Ave.,Manhole,21216,39.31657,City of Baltimore Dept. of Public Works,1135,1135,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 250 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.67214,Gwynns Falls,"1,135","c(1405094.61781383, 601051.343980189)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,2:10:00 AM,0,1,55,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,208000,208000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"208,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,6:35:00 PM,0,1,10,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,71000,71000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"71,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,6:10:00 PM,0,0,40,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308739,City of Baltimore Dept. of Public Works,19000,19000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616402,Jones Falls,"19,000","c(1420876.44492832, 598260.494945648)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,6:10:00 PM,0,0,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.32692,City of Baltimore Dept. of Public Works,27000,27000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltmore City,NA,NA,NA,-76.615883,Jones Falls,"27,000","c(1420995.43640551, 604883.224282784)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,1:15:00 AM,0,3,15,3104 Liberty Heights Ave.,Manhole,21215,39.323505,City of Baltimore Dept. of Public Works,106000,106000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.668137,Gwynns Falls,"106,000","c(1406217.99715462, 603581.39643694)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,1:35:00 AM,0,2,35,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.33529,City of Baltimore Dept. of Public Works,69000,69000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Gwynns Falls,"69,000","c(1403163.69553956, 607863.033992356)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,1:50:00 AM,0,0,20,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.28912,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.70986,Gwynns Falls,"1,000","c(1394454.33026604, 591017.044572889)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/13/2018,1:50:00 AM,0,2,25,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,92000,92000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,"92,000","c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/14/2018,7:55:00 AM,0,2,43,428 E. Preston St.,Clean out,21202,39.30514,City of Baltimore Dept. of Public Works,815,815,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; mainline and lateral are clear.,Jones Falls,,Baltimore City,NA,NA,NA,-76.60977,Jones Falls,815,"c(1422758.63173346, 596957.580457876)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/14/2018,7:55:00 AM,0,2,43,428 E. Preston St.,Clean out,21202,39.305141,City of Baltimore Dept. of Public Works,815,815,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; mainline and lateral are clear.,Jones Falls,,Baltimore City,NA,NA,NA,-76.609772,Jones Falls,815,"c(1422758.06423012, 596957.942269646)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/22/2018,12:40:00 AM,0,0,30,N. Charles St. & W. Lanvale St.,Manhole,21202,39.30874,City of Baltimore Dept. of Public Works,7000,7000,Rain.,,NA,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.6164,Jones Falls,"7,000","c(1420877.00931561, 598260.861555211)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/22/2018,12:55:00 AM,0,1,45,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,564000,564000,Rain.,,NA,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"564,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/22/2018,1:25:00 AM,0,0,40,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,6000,6000,Rain.,,NA,Checked the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Jones Falls,,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"6,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/22/2018,12:30:00 AM,0,3,20,428 E. Preston St.,Manhole,21202,39.305141,City of Baltimore Dept. of Public Works,2386000,2386000,Rain.,,NA,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609772,Jones Falls,"2,386,000","c(1422758.06423012, 596957.942269646)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/22/2018,1:20:00 AM,0,1,5,1731 E. Chase St.,Manhole,21213,39.30312,City of Baltimore Dept. of Public Works,155000,155000,Rain.,,NA,Checked the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.59301,Baltimore Harbor,"155,000","c(1427504.54060373, 596242.543354115)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/22/2018,12:45:00 AM,0,0,35,3104 Liberty Heights Ave.,Manhole,21215,39.323505,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,NA,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.668137,Gwynns Falls,"2,000","c(1406217.99715462, 603581.39643694)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,8/24/2018,6:22:00 PM,0,15,38,835 Allendale St.,Manhole,21229,39.29736,City of Baltimore Dept. of Public Works,9380,9380,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.67828,Gwynns Falls,"9,380","c(1403382.09626291, 594048.260940467)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,8/28/2018,1:48:00 PM,0,1,37,1200 N. Franklintown Rd.,Manhole,21229,39.29972,City of Baltimore Dept. of Public Works,2425,2425,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved 12 inch mainline choke with 100 ft. of pressure hose.  Performed mainline CCTV inspection.  Confirmed line is clear.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.67071,Gwynns Falls,"2,425","c(1405521.34355064, 594915.485657727)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/31/2018,8:00:00 PM,0,3,20,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,1043000,1043000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"1,043,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/31/2018,8:15:00 PM,0,0,55,E. 32nd St. & St. Paul St.,Manhole,21218,39.32692,City of Baltimore Dept. of Public Works,34000,34000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.61588,Jones Falls,"34,000","c(1420996.2850646, 604883.227853742)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/31/2018,7:50:00 PM,0,1,40,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308739,City of Baltimore Dept. of Public Works,71000,71000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616402,Jones Falls,"71,000","c(1420876.44492832, 598260.494945648)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/31/2018,8:00:00 PM,0,1,45,N. Charles St. & Lafayette Ave.,Manhole,21202,39.30978,City of Baltimore Dept. of Public Works,5000,5000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.61647,Jones Falls,"5,000","c(1420855.61072818, 598639.5791908)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/31/2018,8:10:00 PM,0,4,10,428 E. Preston St.,Manhole,21202,39.305141,City of Baltimore Dept. of Public Works,3133000,3133000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609772,Jones Falls,"3,133,000","c(1422758.06423012, 596957.942269646)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/31/2018,8:25:00 PM,0,0,25,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,52000,52000,"Rags, rain.",,NA,Overflows subsided following heavy rain event.  Manholes are equipped with meters to send an alert when surcharging takes place.,Jones Falls,,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"52,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,8/31/2018,8:25:00 PM,0,0,25,2121 Wicomico St.,Manhole,21230,39.26895,City of Baltimore Dept. of Public Works,2058000,2058000,Rain.,,NA,Overflow subsided following heavy rain event.  Manhole is equipped with a meter to send an alert when surcharging takes place.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.64269,Gwynns Falls,"2,058,000","c(1413494.741036, 583737.970150927)"
2018,SSO,City of Baltimore Dept. of Public Works,42,NA,9/4/2018,6:19:00 PM,0,4,27,1400 Elmtree St.,Clean out,21226,39.2246,City of Baltimore Dept. of Public Works,267,267,"Rags, roots, grease.",,NA,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.59126,Baltimore Harbor,267,"c(1428127.80911454, 567645.709013359)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,9/5/2018,5:10:00 PM,0,4,57,2570 Marbourne Ave.,Clean out,21230,39.25312,City of Baltimore Dept. of Public Works,148,148,"Rags, roots.",,NA,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.64766,Gwynns Falls,148,"c(1412109.89808134, 577966.789358822)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/7/2018,6:55:00 AM,0,4,32,4800 Falls Rd.,Manhole,21210,39.349013,City of Baltimore Dept. of Public Works,4080,4080,"Rags, roots, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,,Baltimore City,NA,NA,NA,-76.642042,Jones Falls,"4,080","c(1413563.85359607, 612900.196202763)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/7/2018,,NA,NA,NA,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.36779,City of Baltimore Dept. of Public Works,30000,30000,Rain.,,NA,Conditions returned to normal following heavy rain event. This stacked manhole is susceptible to overflow when reaching capacity. City is aware of repeated overflows at this location.,Jones Falls,Western Run,Baltimore City,NA,NA,NA,-76.66535,Jones Falls,"30,000","c(1406947.30994151, 619714.487129351)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,,NA,NA,NA,3712 Windsor Mill Rd.,Manhole,21216,39.313031,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,NA,Overflow stopped following heavy rain event.  Monitored site.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.680515,Gwynns Falls,"1,000","c(1402729.60382017, 599753.921279414)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,8:05:00 AM,0,13,40,1901 Falls Rd.,Manhole,21218,39.311745,City of Baltimore Dept. of Public Works,82000,82000,Rain.,,NA,Overflow subsided following heavy rain event.  Location is monitored by an Event Notification System.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"82,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,8:05:00 AM,0,13,40,1901 Falls Rd.,Manhole,21218,39.311745,City of Baltimore Dept. of Public Works,722000,722000,"Rain, trash/debris, sand, gravel, rocks.",,NA,Overflow subsided following heavy rain event.  Location is monitored by an Event Notification System.,Jones Falls,,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"722,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,7:45:00 AM,0,15,15,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,5600000,5600000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"5,600,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,5:40:00 AM,0,21,25,428 E. Preston St.,Manhole,21202,39.305141,City of Baltimore Dept. of Public Works,17046000,17046000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609772,Jones Falls,"17,046,000","c(1422758.06423012, 596957.942269646)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,10:05:00 AM,0,8,55,1800 E. Eager St.,Manhole,21205,39.30215,City of Baltimore Dept. of Public Works,769000,769000,"Rags, rain, infiltration/inflow, trash/debris, sand, gravel, rocks.",,NA,Monitored the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.59227,Baltimore Harbor,"769,000","c(1427715.52455437, 595890.174268059)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,10:10:00 AM,0,8,50,1731 E. Chase St.,Manhole,21205,39.30312,City of Baltimore Dept. of Public Works,310000,310000,"Rags, rain, infiltration/inflow, trash/debris, sand, gravel, rocks.",,NA,Monitored the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.59301,Baltimore Harbor,"310,000","c(1427504.54060373, 596242.543354115)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,9:55:00 AM,0,6,45,3104 Liberty Heights Ave.,Manhole,21215,39.323505,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.668137,Gwynns Falls,"3,000","c(1406217.99715462, 603581.39643694)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/9/2018,10:00:00 AM,0,1,15,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.34884,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.62576,Jones Falls,"2,000","c(1418168.63618967, 612855.649195462)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/12/2018,2:07:00 PM,0,5,30,1001 N. Ellamont St.,Manhole,21216,39.301941,City of Baltimore Dept. of Public Works,8250,8250,"Rags, roots, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection; confirmed line is clear.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.669823,Gwynns Falls,"8,250","c(1405769.43470813, 595725.350489882)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,9/15/2018,3:00:00 PM,1,18,7,600 Hilton Pkwy.,Manhole,21229,39.29819,City of Baltimore Dept. of Public Works,12635,12635,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved mainline choke with 350 ft. of pressure hose.  Confirmed mainline is clear.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.67364,Gwynns Falls,"12,635","c(1404694.15881384, 594355.234037483)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,1:25:00 AM,0,18,50,428 E. Preston St.,Manhole,21202,39.305141,City of Baltimore Dept. of Public Works,14961000,14961000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609772,Jones Falls,"14,961,000","c(1422758.06423012, 596957.942269646)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,12:20:00 AM,0,15,5,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,3074000,3074000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"3,074,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,10:40:00 PM,0,10,50,Kirk Ave. & Exeter Hall Ave.,Pipe,21218,39.31967,City of Baltimore Dept. of Public Works,3250,3250,Pipe break.,,NA,Set up traffic pattern and performed CCTV inspection to determine cause.  Engineering is investigating to determine possible structural damage.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.60057,Baltimore Harbor,"3,250","c(1425338.82808446, 602261.126448984)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,1:25:00 AM,0,14,15,1901 Falls Rd.,Manhole,21218,39.311745,City of Baltimore Dept. of Public Works,330000,330000,Rain.,,NA,Conditions returned to normal following heavy rain event.  Location is equipped with an Event Notification System meter.,Jones Falls,,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"330,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,2:15:00 AM,0,3,20,1800 E. Eager St.,Manhole,21205,39.302151,City of Baltimore Dept. of Public Works,188000,188000,Rain.,,NA,Flow returned to normal following heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.59227,Baltimore Harbor,"188,000","c(1427715.52292756, 595890.538498447)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,2:00:00 AM,0,2,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.32692,City of Baltimore Dept. of Public Works,84000,84000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.615883,Jones Falls,"84,000","c(1420995.43640551, 604883.224282784)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,2:45:00 AM,0,2,15,1731 E. Chase St.,Manhole,21213,39.30312,City of Baltimore Dept. of Public Works,174000,174000,Rain.,,NA,Overflow subsided following heavy rain event.  This location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.59301,Baltimore Harbor,"174,000","c(1427504.54060373, 596242.543354115)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,1:15:00 AM,0,2,55,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.28912,City of Baltimore Dept. of Public Works,5000,5000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.709862,Gwynns Falls,"5,000","c(1394453.76418953, 591017.04277374)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,2:15:00 AM,0,2,25,3104 Liberty Heights Ave.,Manhole,21215,39.323505,City of Baltimore Dept. of Public Works,5000,5000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.668137,Gwynns Falls,"5,000","c(1406217.99715462, 603581.39643694)"
